evidence_hash,field_name,historical_value,recovered_value,classification,source_path,source_sha256,locator,extraction_method,rationale,discrepancy
"5ed6dc47002df60a8fa9c3e98e419006ef67ddfca0bcf46151114673372ce202","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-5/05_MIN01_SH_DONOR_2.1/dimer.log","d1695f3f1570bfff3529ed57ce06462cdcfbe6da62d268bee7d6c5de1e055d35","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"62a8b9b275306489ed45377f59dbc6e0e382d4937a9e8616c736f9b85b24c80f","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"63d392528b257af34207f4aed6838535daafe5d72436e76074cb2103efda1a38","PROTOCOL_SOFTWARE_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No software identity exists in a calculation-linked input, environment file, or raw output",""
"63d392528b257af34207f4aed6838535daafe5d72436e76074cb2103efda1a38","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"65dc6d6bffb22b9b3197bcce20288416e7a504968138238f856b3f728246d4b5","PROTOCOL_SOFTWARE_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No software identity exists in a calculation-linked input, environment file, or raw output",""
"65dc6d6bffb22b9b3197bcce20288416e7a504968138238f856b3f728246d4b5","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"685f77c4065ec91f2e4a7439014556bfbbaadbb0a4d2db102f35fb5858de9a19","PROTOCOL_METHOD_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No method field exists in an artifact linked to this calculation",""
"685f77c4065ec91f2e4a7439014556bfbbaadbb0a4d2db102f35fb5858de9a19","PROTOCOL_SOFTWARE_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No software identity exists in a calculation-linked input, environment file, or raw output",""
"685f77c4065ec91f2e4a7439014556bfbbaadbb0a4d2db102f35fb5858de9a19","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"68d5602bd8733e04c587d7a86790087bd510554481cf7b7d52c7f35d03869f59","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"698d0e86456c790be83d4675aec83f3dd0575d039bd049067e56299b8be92946","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-2/02_MIN01_S_ACCEPTOR_2.8/dimer.log","6faf5c72bfbb6874a2c3d7cda81332d177ed994d3dcdc96caedf6b172b917bda","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"698d0e86456c790be83d4675aec83f3dd0575d039bd049067e56299b8be92946","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-2/02_MIN01_S_ACCEPTOR_2.8/dimer.log","6faf5c72bfbb6874a2c3d7cda81332d177ed994d3dcdc96caedf6b172b917bda","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"6a8eb1fead1c9a5f05b39781d51c850d48b2042efbea4a06cc535a3345382c30","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-3/03_MIN01_S_ACCEPTOR_3.5/dimer.log","dc7f32dd6fa44a7559023323dae1ea3c1b84a2b6c02d7b5f5b6b2ef8156e4b0c","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"6a8eb1fead1c9a5f05b39781d51c850d48b2042efbea4a06cc535a3345382c30","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-3/03_MIN01_S_ACCEPTOR_3.5/dimer.log","dc7f32dd6fa44a7559023323dae1ea3c1b84a2b6c02d7b5f5b6b2ef8156e4b0c","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"6b8e14f3bc2ccc8fd4c0a2da2d5693c3c463b561c49e2f454dd3859dc76e395a","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-15/15_MIN01_O3_ACCEPTOR_2.8/dimer.log","3dd77cf643cb6d94f8eb8b0ec32af4ade6be23c8000ee61d6824c4e018ab6cae","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"6b8e14f3bc2ccc8fd4c0a2da2d5693c3c463b561c49e2f454dd3859dc76e395a","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-15/15_MIN01_O3_ACCEPTOR_2.8/dimer.log","3dd77cf643cb6d94f8eb8b0ec32af4ade6be23c8000ee61d6824c4e018ab6cae","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"73c9fd344043850bc6be2616e76bff9f35f1fcadec8b95302e0d58c316302329","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-7/07_MIN01_O1_ACCEPTOR_1.7/dimer.log","39869740ea6f59cf56c7ac3d08f99ea6be236d0b7ec5e5103a84897b30b7be8c","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"73c9fd344043850bc6be2616e76bff9f35f1fcadec8b95302e0d58c316302329","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-7/07_MIN01_O1_ACCEPTOR_1.7/dimer.log","39869740ea6f59cf56c7ac3d08f99ea6be236d0b7ec5e5103a84897b30b7be8c","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"751edbf081eb74461e05faba375b7ea1c9404c01037c7364a90b1898f9ff26ed","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/qm-native-minima/MIN04/input.json","b9b10680c6a0c2e34ce111b1f716505fe889ccd60580beaec0ea2b023103e65b","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"751edbf081eb74461e05faba375b7ea1c9404c01037c7364a90b1898f9ff26ed","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/qm-native-minima/MIN04/input.json","b9b10680c6a0c2e34ce111b1f716505fe889ccd60580beaec0ea2b023103e65b","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"76fa4c695f13b39baf74c795320b8fb1762a2350ec9febc4d1906fdef71f637f","PROTOCOL_METHOD_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No method field exists in an artifact linked to this calculation",""
"76fa4c695f13b39baf74c795320b8fb1762a2350ec9febc4d1906fdef71f637f","PROTOCOL_SOFTWARE_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No software identity exists in a calculation-linked input, environment file, or raw output",""
"76fa4c695f13b39baf74c795320b8fb1762a2350ec9febc4d1906fdef71f637f","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"7723b7a0d9fcab73b25ffe9f9587ada58b7573a4b443091b585c751edded8e62","PROTOCOL_SOFTWARE_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No software identity exists in a calculation-linked input, environment file, or raw output",""
"7723b7a0d9fcab73b25ffe9f9587ada58b7573a4b443091b585c751edded8e62","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"7ab17db73ba354ec0e7239032fe309112eb441e3f8aecb4468c92dda6f27be81","PROTOCOL_SOFTWARE_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No software identity exists in a calculation-linked input, environment file, or raw output",""
"7ab17db73ba354ec0e7239032fe309112eb441e3f8aecb4468c92dda6f27be81","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"7cf4f3b1d1686edd4cdf8217152ffb2f9b800afbe2d202fa94073b6c7bc9970c","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/qm-native-minima/MIN01/input.json","eca618cfbd20c6e243984dea41072609e1d750be5dae6e37bea46fa8de06e986","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"7cf4f3b1d1686edd4cdf8217152ffb2f9b800afbe2d202fa94073b6c7bc9970c","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/qm-native-minima/MIN01/input.json","eca618cfbd20c6e243984dea41072609e1d750be5dae6e37bea46fa8de06e986","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"7d0828f90eb1d25012ad927a48b4531a8ee83ded8998395bb7b19818e06d9c73","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"7d3aa650d803ce31933a8a6fc932cb1d2e751a5ebd3ceaa8af50273807aef757","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-4/04_MIN01_SH_DONOR_1.7/dimer.log","fe7ec3e592bf41628d231b85a16f21c1016eef917ff07d87ab4539956ea2f18a","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"7d3aa650d803ce31933a8a6fc932cb1d2e751a5ebd3ceaa8af50273807aef757","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-4/04_MIN01_SH_DONOR_1.7/dimer.log","fe7ec3e592bf41628d231b85a16f21c1016eef917ff07d87ab4539956ea2f18a","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"7da5b97ed16671e025fbe869a8a61b618473690103efebef22917a0686e2650d","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/replacement-sh-donor-qm-local/MIN04_SH_DONOR_1.7A/result.json","744d1bceb406a5f182dae28be95e408fb83b9a099d922e973218e58fb4fd229f","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"817820f1a1a139308246e03e22ae295335983194e7416e6c48929d09f81d4f9d","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/replacement-sh-donor-qm-local/MIN04_SH_DONOR_2.8A/dimer.log","ee584af6c86d0887a8ed2876c796d5be31f44935ac66630159fbdaf1ca44347a","line 99","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"817820f1a1a139308246e03e22ae295335983194e7416e6c48929d09f81d4f9d","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/replacement-sh-donor-qm-local/MIN04_SH_DONOR_2.8A/dimer.log","ee584af6c86d0887a8ed2876c796d5be31f44935ac66630159fbdaf1ca44347a","line 99","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"81b9778ce914a1aa0d9c4f949c173c42e219bb0b056766ae822681ba61166a38","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-8/08_MIN01_O1_ACCEPTOR_2.1/dimer.log","916452c62230e64d74dba70fefbc155785752daf4770c2cdf0fc1d4ecbeb5bde","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"81b9778ce914a1aa0d9c4f949c173c42e219bb0b056766ae822681ba61166a38","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-8/08_MIN01_O1_ACCEPTOR_2.1/dimer.log","916452c62230e64d74dba70fefbc155785752daf4770c2cdf0fc1d4ecbeb5bde","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"825365d93bc101b45dcb2a476432d3532e3ccf0b408cdbac79cf384cc435c492","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"83661bfae5c6b1180437ff9fec83537e1b42fcaa301ab7d45aca10763c2dfb09","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05M/points/M-D04/input.json","69ae01be0a6c5dba6f8467fa19bc180cf811c80cb6ac71e2722012070d163968","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"83661bfae5c6b1180437ff9fec83537e1b42fcaa301ab7d45aca10763c2dfb09","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05M/points/M-D04/input.json","69ae01be0a6c5dba6f8467fa19bc180cf811c80cb6ac71e2722012070d163968","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"84e8f70d90ee52850cf6c593528357afbbcfbef6b626aabb79d167b418c3178c","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"887bc2141b0f0a3d5a48b84b457b75efaee32b5c063e1e7467e3f8527bb5669c","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-2/02_MIN01_S_ACCEPTOR_2.8/dimer.log","6faf5c72bfbb6874a2c3d7cda81332d177ed994d3dcdc96caedf6b172b917bda","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"887bc2141b0f0a3d5a48b84b457b75efaee32b5c063e1e7467e3f8527bb5669c","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-2/02_MIN01_S_ACCEPTOR_2.8/dimer.log","6faf5c72bfbb6874a2c3d7cda81332d177ed994d3dcdc96caedf6b172b917bda","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"8ae30445beef4feca25ea1af4196281e393e414dd68b02e94b183fb720138842","PROTOCOL_SOFTWARE_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No software identity exists in a calculation-linked input, environment file, or raw output",""
"8ae30445beef4feca25ea1af4196281e393e414dd68b02e94b183fb720138842","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"8b15c44dd557855547f33249f23fe9c92c83d417fbf42d3df006da7a8b0d70fa","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"8c36cc1f4669fc5271635fc2c9b98462405ffd0cc7b3caf066675eedeb12c9f4","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-1/01_MIN01_S_ACCEPTOR_2.2/dimer.log","41e49a3df832e27ec1be7ef7f76afead06c030eed41db42b96b62cd34cef274d","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"8c36cc1f4669fc5271635fc2c9b98462405ffd0cc7b3caf066675eedeb12c9f4","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-1/01_MIN01_S_ACCEPTOR_2.2/dimer.log","41e49a3df832e27ec1be7ef7f76afead06c030eed41db42b96b62cd34cef274d","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"8d3cfb53db4c3fcb441c7ac0572a6d9d6124cebec8fab7d56071c2cbc0f008aa","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-11/11_MIN01_O2_ACCEPTOR_2.1/dimer.log","a2a8e8e2f67fff3d5d0d9b1075f630d3f07c2685e46687ef3eb950f1694def6b","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"8d3cfb53db4c3fcb441c7ac0572a6d9d6124cebec8fab7d56071c2cbc0f008aa","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-11/11_MIN01_O2_ACCEPTOR_2.1/dimer.log","a2a8e8e2f67fff3d5d0d9b1075f630d3f07c2685e46687ef3eb950f1694def6b","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"90c485f61cb649ac79b3bd5d44f0192c7de9d610f923a2dae1e0789c6e04cdad","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-9/09_MIN01_O1_ACCEPTOR_2.8/dimer.log","6a8ed311f142881f6589395b85044aa9d54e0eec5ea07144fb928f697148a0de","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"90c485f61cb649ac79b3bd5d44f0192c7de9d610f923a2dae1e0789c6e04cdad","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-9/09_MIN01_O1_ACCEPTOR_2.8/dimer.log","6a8ed311f142881f6589395b85044aa9d54e0eec5ea07144fb928f697148a0de","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"9de69fcc44d58ab5301ba21daa6828f6401551984131f7b2da1ba3661e1b3b60","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/replacement-sh-donor-qm-local/MIN02_SH_DONOR_2.8A/dimer.log","5f41a20e4b320c9f7488998abbe15db3abfa656d9ea8e7ce5656c50d16a2de05","line 99","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"9de69fcc44d58ab5301ba21daa6828f6401551984131f7b2da1ba3661e1b3b60","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/replacement-sh-donor-qm-local/MIN02_SH_DONOR_2.8A/dimer.log","5f41a20e4b320c9f7488998abbe15db3abfa656d9ea8e7ce5656c50d16a2de05","line 99","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"9e6cc8182a548fa67cec129d6cab9db6869980b87430c67bca1e3e1f246f59f0","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"a01a3740d09e26521bada065d8df80eb4171058b86aaf514a8a69642799a96cd","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"a40b7cf5f166ee60bd4d116b9efeebad7bab156ce740e133639e56126ef895f0","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/qm-native-minima/MIN03/input.json","a925943fda092e482a9b21741952f788cf77375081e0918e9db0e6e76ce6583f","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"a40b7cf5f166ee60bd4d116b9efeebad7bab156ce740e133639e56126ef895f0","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/qm-native-minima/MIN03/input.json","a925943fda092e482a9b21741952f788cf77375081e0918e9db0e6e76ce6583f","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"a4cf52cb118c314bfdb1135a890bbe1a1a8645ca6d59aee94d395a78b06add98","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-19/19_MIN04_SH_DONOR_2.1/dimer.log","a612c9f8c0bd1dc092531b8518d3e8dde644e261468a009d53b7caa734e9f468","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"a4cf52cb118c314bfdb1135a890bbe1a1a8645ca6d59aee94d395a78b06add98","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-19/19_MIN04_SH_DONOR_2.1/dimer.log","a612c9f8c0bd1dc092531b8518d3e8dde644e261468a009d53b7caa734e9f468","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"a99bc5636a9da21eab5e998e012900e9fc5c840e4282eccd1929f2636c8f77ea","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-1/01_MIN01_S_ACCEPTOR_2.2/dimer.log","41e49a3df832e27ec1be7ef7f76afead06c030eed41db42b96b62cd34cef274d","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"a99bc5636a9da21eab5e998e012900e9fc5c840e4282eccd1929f2636c8f77ea","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-1/01_MIN01_S_ACCEPTOR_2.2/dimer.log","41e49a3df832e27ec1be7ef7f76afead06c030eed41db42b96b62cd34cef274d","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"afad9b710ff99f3cedefceb736c6e2383c7e1dc2049f6494a2b83a01adcce481","PROTOCOL_SOFTWARE_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No software identity exists in a calculation-linked input, environment file, or raw output",""
"afad9b710ff99f3cedefceb736c6e2383c7e1dc2049f6494a2b83a01adcce481","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"b2874028bfed224041b29d2ced7d95109222a13e2eec5125bb32e286a9007853","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"b8b834ecebf2e74f2c085371259e01aec818874c41aeaddaf4f8d4160aceff28","PROTOCOL_SOFTWARE_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No software identity exists in a calculation-linked input, environment file, or raw output",""
"b8b834ecebf2e74f2c085371259e01aec818874c41aeaddaf4f8d4160aceff28","SOFTWARE_VERSION_MISSING","unknown","","GENUINELY_UNRECOVERABLE","","","","","No exact version exists in a calculation-linked environment artifact or raw output",""
"b9cde28e2740eea2b41216f7a1a3edeb776bb2b4bee120f4a41ada93f219ddf3","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+180/input.json","3d7983a8e99b065e1e416e72ac714f5d64c94d644abc222e9f58a2e452da4769","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"b9cde28e2740eea2b41216f7a1a3edeb776bb2b4bee120f4a41ada93f219ddf3","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_SOFTWARE_ENVIRONMENT_ARTIFACT","analysis/mettl7-phase2/execution-unit-05H/points/phi060_psi+180/input.json","3d7983a8e99b065e1e416e72ac714f5d64c94d644abc222e9f58a2e452da4769","/software/pyscf","structured calculation environment metadata","Recovered from an artifact directly linked to the canonical calculation record",""
"baa37d55813e6d264664102e5727b596471b1c6b6a5751dd758d23eabddf5b99","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-12/12_MIN01_O2_ACCEPTOR_2.8/dimer.log","97b07db6094000d08d59b5a8a22712630eeb75cc9ecd21e01aa126f9aa9d8522","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"baa37d55813e6d264664102e5727b596471b1c6b6a5751dd758d23eabddf5b99","SOFTWARE_VERSION_MISSING","unknown","2.14.0","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-12/12_MIN01_O2_ACCEPTOR_2.8/dimer.log","97b07db6094000d08d59b5a8a22712630eeb75cc9ecd21e01aa126f9aa9d8522","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
"bc6592fa7d67889e3e0b34fe88209afd7079818097cdbc8ea1504f5587923a1f","PROTOCOL_SOFTWARE_MISSING","unknown","PySCF","RECOVERABLE_FROM_RAW_ARTIFACT","analysis/mettl7-phase2/execution-unit-05O/vdw-probe-validation-aws/point-14/14_MIN01_O3_ACCEPTOR_2.1/dimer.log","4e3e4c3f38502aae28ddb4c976b48960598723bdc3486cc50238139660ed4b70","line 82","PySCF version banner parser","Recovered from an artifact directly linked to the canonical calculation record",""
